nem	kor	isk.vegz	lakhely	csaladi.allapot	ido.mobil.alk	gyak.facebook	gyak.messenger	gyak.instagramm	gyak.twitter	gyak.snapchat	gyak.viber	gyak.youtube	gyak.skype	gyak.spotify	gyak.bongeszo	MirehasználodleggyakrabbanamobiltelefonodTöbbválaszismegjelö	Hahasználodnyelvtanulásraamobiltelefonodmelyikalkalmazástalka	Azérthasználokmobilalkamazásokatmert......kapcsolatottudoktar	Azérthasználokmobilalkamazásokatmert......kapcsolatottudokt_A	Azérthasználokmobilalkamazásokatmert......megkönnyítikatanu	Azérthasználokmobilalkamazásokatmert......megkönnyítikakomm	Azérthasználokmobilalkamazásokatmert......kikapcsolamindennap	Azérthasználokmobilalkamazásokatmert......kiélhetemakreativi	Azérthasználokmobilalkamazásokatmert......képeketésgondolat	Azérthasználokmobilalkamazásokatmert......mertmásokishaszná	Azérthasználokmobilalkamazásokatmert......könnyenhasznosinfo	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hossz	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Rögt	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Azért	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Szoron	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hüly	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Hangul	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Kezdem	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Társa	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Halehe	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Jobban	Mennyirejellemzőekrádazalábbiüzenetváltásiszokások.Könny	végzettség	lak	állapot	Neme	Idő	gyface	gymes	gyinsta	gytwitter	gysnapchat	gyviber	gyyoutube	gyskype	gyspotify	gychrome	kapcsolatbarátok	kapcsolatpár	könnyíttanulás	könnyítkomm	kikapcsol	kreativitás	képgondolatmegosztás	másokis	információszerzés	üzenethosszúság	Tárgyilagos	Unalomellen	Szorongás	Bohóckodás	Hangulatjelek	Csoportbeszélgetéskezdés	Magánbeszélgetéstársaságban	Üzenetpreferencia	Megnyílásüzenetben	Üzenetvonzóembernek	Üzenetvshívás	Hasznössz	Telefonál	Közösségi	Szöveges	Infószerző	Fénykép	Játék	Navigáció	Nyelvtanulás
Nő	23	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	Több mint 4 órát	Naponta többször	Naponta többször	Naponta egyszer	Hetente egyszer	Ritkábban	Naponta többször	Naponta többször	Ritkábban	Soha	Hetente többször	Telefonálásra, Szöveges kapcsola	Duolingo	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	2 - néha jellemző	2 - néha jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	2 - néha jellemző	2 - néha jellemző	5 - mindig jellemző	2 - néha jellemző	5 - mindig jellemző	4	4	2	2	5	5	5	4	2	2	5	5	2	1	3	5	5	5	5	5	3	2	5	5	2	2	5	5	5	5	2	2	5	2	5	5	8	2	2	2	2	2	2	2	2
Nő	20	Gimnázium/Szakközép iskola	Főváros	Egyedülálló	1-2 órát	Naponta többször	Soha	Soha	Soha	Soha	Soha	Ritkábban	Soha	Soha	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.)		4 - inkább egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	5	1	2	2	5	1	1	1	1	1	2	1	1	5	4	1	1	5	1	1	1	1	4	1	3	1	2	1	3	3	1	1	1	1	1	2	2	1	2	1	1	1	1	1
Nő	28	Főiskola/Egyetem	Főváros	Egyedülálló	3-4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Naponta többször	Naponta többször	Soha	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	4 - gyakran jellemző	5 - mindig jellemző	3 - általában jellemző	2 - néha jellemző	5 - mindig jellemző	5 - mindig jellemző	3 - általában jellemző	4 - gyakran jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	5	5	1	2	3	5	5	5	1	1	5	5	1	1	5	5	5	4	5	5	2	5	4	4	4	5	3	2	5	5	3	4	5	5	5	5	3	1	1	2	2	1	1	1	1
Nő	21	Gimnázium/Szakközép iskola	Megyeszékhely	Egyedülálló	Több mint 4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Ritkábban	Ritkábban	Naponta többször	Ritkábban	Ritkábban	Naponta egyszer	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)	5percangol	5 - teljes mértékben egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	3 - részben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	2 - néha jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4 - gyakran jellemző	3 - általában jellemző	2 - néha jellemző	5 - mindig jellemző	4 - gyakran jellemző	2 - néha jellemző	4	4	1	2	5	5	5	5	1	2	2	5	2	2	4	5	4	4	5	4	3	3	3	5	2	4	1	1	4	4	3	2	5	4	2	5	6	2	2	2	2	2	1	1	2
Nő	26	Főiskola/Egyetem	Város	Egyedülálló	2-3 órát	Naponta többször	Naponta többször	Hetente egyszer	Ritkábban	Soha	Hetente egyszer	Naponta többször	Ritkábban	Soha	Naponta többször	Telefonálásra, Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Telefonos játékokra, Fényképezésre	Duolingo	5 - teljes mértékben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	4 - gyakran jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	5 - mindig jellemző	4 - gyakran jellemző	5 - mindig jellemző	5	3	1	2	3	5	5	2	2	1	2	5	2	1	5	5	3	4	5	5	4	5	2	3	4	5	2	1	4	4	1	2	5	4	5	5	5	2	2	1	1	2	2	1	2
Nő	19	Gimnázium/Szakközép iskola	Megyeszékhely	Egyedülálló	3-4 órát	Soha	Naponta többször	Hetente többször	Hetente többször	Hetente többször	Soha	Naponta többször	Soha	Soha	Naponta többször	Telefonálás	Duolingo	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	3 - részben egyetértek	3 - részben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	4 - gyakran jellemző	4 - gyakran jellemző	4 - gyakran jellemző	3 - általában jellemző	4 - gyakran jellemző	4 - gyakran jellemző	3 - általában jellemző	4 - gyakran jellemző	4 - gyakran jellemző	4 - gyakran jellemző	2 - néha jellemző	4	4	1	2	3	1	5	3	3	3	1	5	1	1	5	5	1	4	4	4	3	3	3	4	4	4	4	3	4	4	3	4	4	4	2	4	7	2	2	2	2	2	1	2	2
Nő	19	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	3-4 órát	Naponta többször	Naponta többször	Naponta egyszer	Naponta egyszer	Hetente egyszer	Soha	Naponta többször	Soha	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	4 - gyakran jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	4	4	2	2	3	5	5	4	4	2	1	5	1	1	5	5	5	1	5	1	1	1	2	5	1	5	1	3	4	5	2	1	5	3	1	5	3	1	1	2	2	1	1	2	1
Nő	22	Gimnázium/Szakközép iskola	Város	Egyedülálló	3-4 órát	Naponta többször	Naponta többször	Naponta egyszer	Soha	Soha	Soha	Hetente többször	Ritkábban	Hetente egyszer	Hetente többször	Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.)	Clozemaster	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	3 - részben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	2 - néha jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	2 - néha jellemző	4 - gyakran jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	2 - néha jellemző	3 - általában jellemző	4	3	1	2	3	5	5	4	1	1	1	3	2	2	3	5	1	4	3	3	2	1	1	5	2	4	1	5	2	4	2	1	4	2	3	4	2	1	2	1	1	1	1	1	2
Nő	19	Gimnázium/Szakközép iskola	Falu	Egyedülálló	Több mint 4 órát	Naponta többször	Naponta többször	Soha	Soha	Hetente többször	Soha	Naponta többször	Soha	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	4 - inkább egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	5 - mindig jellemző	4 - gyakran jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4	2	1	2	5	5	5	1	1	3	1	5	1	1	5	5	1	4	5	5	4	4	3	5	5	4	3	1	4	5	2	1	4	1	2	4	6	1	2	2	2	2	2	2	1
Nő	20	Gimnázium/Szakközép iskola	Város	Egyedülálló	3-4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Hetente többször	Soha	Naponta többször	Soha	Naponta többször	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre	5percangol, Duolingo	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	2 - inkább nem értek egyet	4 - inkább egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	4 - inkább egyetértek	3 - általában jellemző	5 - mindig jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	5 - mindig jellemző	4 - gyakran jellemző	4 - gyakran jellemző	4 - gyakran jellemző	2 - néha jellemző	3 - általában jellemző	4	3	1	2	3	5	5	5	1	3	1	5	1	5	5	5	5	3	4	2	4	5	2	4	3	5	4	1	5	5	4	4	4	2	3	4	6	2	2	2	2	2	1	1	2
Nő	22	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Ritkábban	Hetente többször	Soha	Soha	Naponta egyszer	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Zenehallgatás		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	2 - néha jellemző	4 - gyakran jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	4 - gyakran jellemző	4 - gyakran jellemző	4 - gyakran jellemző	5 - mindig jellemző	5 - mindig jellemző	3 - általában jellemző	4	4	2	2	2	5	5	1	1	1	2	3	1	1	4	5	5	3	4	3	2	5	2	3	2	4	2	1	3	4	4	4	5	5	3	5	2	1	1	2	1	1	1	1	1
Nő	22	Gimnázium/Szakközép iskola	Város	Egyedülálló	2-3 órát	Naponta többször	Soha	Ritkábban	Ritkábban	Ritkábban	Naponta egyszer	Naponta többször	Ritkábban	Ritkábban	Ritkábban	Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)		5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	2 - inkább nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	3 - általában jellemző	5 - mindig jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	5 - mindig jellemző	2 - néha jellemző	4 - gyakran jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4	3	1	2	3	5	1	2	2	2	4	5	2	2	2	5	1	4	5	4	2	3	1	5	3	5	4	1	5	5	2	4	5	2	1	5	4	1	2	1	2	2	1	2	1
Nő	20	Gimnázium/Szakközép iskola	Falu	Párkapcsolatban	1-2 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Ritkábban	Naponta egyszer	Hetente többször	Soha	Hetente többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4	2	2	2	2	5	5	5	1	1	2	4	3	1	3	5	5	5	5	2	1	3	1	5	3	2	1	2	1	4	2	1	4	1	2	4	4	2	2	2	2	1	1	1	1
Nő	66	Főiskola/Egyetem	Város	Egyedülálló	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta egyszer	Naponta többször	Naponta többször	Naponta többször	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre		5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	2 - inkább nem értek egyet	2 - inkább nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	3	1	2	2	5	5	1	1	1	4	5	5	5	5	5	2	5	5	2	2	5	1	5	2	2	1	1	1	4	1	1	3	1	1	3	3	2	1	2	1	2	1	1	1
Nő	21	Gimnázium/Szakközép iskola	Város	Egyedülálló	3-4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Naponta többször	Soha	Naponta többször	Soha	Soha	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	2 - inkább nem értek egyet	2 - inkább nem értek egyet	1 - egyáltalán nem értek egyet	4 - inkább egyetértek	4 - gyakran jellemző	5 - mindig jellemző	2 - néha jellemző	5 - mindig jellemző	5 - mindig jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	2 - néha jellemző	2 - néha jellemző	4	3	1	2	3	5	5	5	1	5	1	5	1	1	5	5	1	5	5	3	2	2	1	4	4	5	2	5	5	5	1	1	2	2	2	2	3	1	2	2	2	1	1	1	1
Nő	40	Gimnázium/Szakközép iskola	Falu	Egyedülálló	Kevesebb, mint 1 órát	Naponta többször	Naponta egyszer	Soha	Soha	Ritkábban	Ritkábban	Hetente egyszer	Soha	Soha	Soha	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.)	NEM HASZNÁLOM NYELVTANULÁSRA	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5 - mindig jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	4	2	1	2	1	5	4	1	1	2	2	2	1	1	1	5	5	4	5	1	1	5	1	1	1	5	1	1	1	5	1	1	5	5	1	5	1	1	1	2	1	1	1	1	1
Nő	22	Gimnázium/Szakközép iskola	Város	Párkapcsolatban	3-4 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Soha	Hetente többször	Soha	Naponta többször	Naponta többször	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	4 - inkább egyetértek	3 - részben egyetértek	3 - részben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	3 - részben egyetértek	3 - részben egyetértek	3 - részben egyetértek	2 - néha jellemző	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	4 - gyakran jellemző	2 - néha jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	3	2	2	3	5	5	5	1	1	1	3	1	5	5	5	4	3	3	1	1	3	3	3	2	3	2	1	4	4	2	2	1	1	1	1	4	2	2	2	2	1	1	1	1
Nő	56	Gimnázium/Szakközép iskola	Megyeszékhely	Egyedülálló	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)	Duolingo, HelloTalk	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	5 - mindig jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	4	1	2	2	5	5	1	1	1	5	5	5	1	1	5	5	5	5	1	1	3	1	5	1	5	1	1	2	5	2	1	1	1	1	1	6	2	2	2	1	2	1	2	2
Nő	20	Gimnázium/Szakközép iskola	Megyeszékhely	Párkapcsolatban	2-3 órát	Naponta többször	Naponta többször	Naponta többször	Soha	Soha	Soha	Hetente többször	Hetente egyszer	Hetente egyszer	Naponta többször	Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.)	5percangol, Duolingo	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	2 - inkább nem értek egyet	4 - inkább egyetértek	3 - részben egyetértek	4 - inkább egyetértek	3 - általában jellemző	3 - általában jellemző	2 - néha jellemző	3 - általában jellemző	5 - mindig jellemző	5 - mindig jellemző	3 - általában jellemző	2 - néha jellemző	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	4	4	2	2	3	5	5	5	1	1	1	3	2	2	5	5	5	3	5	4	2	4	3	4	3	3	2	3	5	5	3	2	3	2	1	3	2	1	2	2	1	1	1	1	1
Nő	57	Szakiskola/Szakmunkásképző	Város	Házas	3-4 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Ritkábban	Hetente többször	Hetente egyszer	Soha	Soha	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Telefonos játékokra, Fényképezésre	Német kezdő You Tube	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	3 - általában jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	4 - gyakran jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	3	3	3	2	3	5	5	1	1	1	2	3	2	1	1	5	5	5	5	3	1	5	1	5	3	2	1	1	1	3	1	2	4	4	1	4	6	2	2	2	2	2	2	1	1
Nő	58	Főiskola/Egyetem	Város	Házas	2-3 órát	Naponta többször	Naponta többször	Ritkábban	Ritkábban	Ritkábban	Ritkábban	Naponta többször	Naponta többször	Soha	Naponta többször	Telefonálásra		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	3 - részben egyetértek	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	3 - általában jellemző	4 - gyakran jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	3	3	2	3	5	5	2	2	2	2	5	5	1	5	5	5	4	5	5	1	3	1	5	1	3	1	1	1	4	3	4	1	1	1	1	2	2	1	1	1	1	1	1	1
Nő	51	Főiskola/Egyetem	Megyeszékhely	Párkapcsolatban	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Soha	Hetente egyszer	Hetente többször	Soha	Soha	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.), Fényképezésre		5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	4 - inkább egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	5 - teljes mértékben egyetértek	1 - egyáltalán nem jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4 - gyakran jellemző	5 - mindig jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	5	4	2	2	2	5	5	1	1	1	1	2	3	1	1	5	5	4	5	1	1	1	1	5	1	5	1	1	4	5	1	1	3	1	1	3	5	2	2	2	2	2	1	1	1
Nő	53	Gimnázium/Szakközép iskola	Falu	Özvegy	1-2 órát	Naponta többször	Naponta többször	Soha	Soha	Soha	Soha	Ritkábban	Ritkábban	Soha	Soha	Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngésző, Google, Shazam stb.)		5 - teljes mértékben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	5 - teljes mértékben egyetértek	3 - részben egyetértek	5 - teljes mértékben egyetértek	1 - egyáltalán nem értek egyet	1 - egyáltalán nem értek egyet	1 - egyáltalán nem jellemző	3 - általában jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	2 - néha jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	1 - egyáltalán nem jellemző	4	2	5	2	2	5	5	1	1	1	1	2	2	1	1	5	3	5	5	5	3	5	1	1	1	3	1	1	1	2	1	1	1	1	1	1	4	2	2	2	2	1	1	1	1
