"nem";"kor";"isk.vegz";"lakhely";"csaladi.allapot";"ido.mobil.alk";"gyak.facebook";"gyak.messenger";"gyak.instagramm";"gyak.twitter";"gyak.snapchat";"gyak.viber";"gyak.youtube";"gyak.skype";"gyak.spotify";"gyak.bongeszo";"MirehasználodleggyakrabbanamobiltelefonodTöbbválaszismegjelö";"Hahasználodnyelvtanulásraamobiltelefonodmelyikalkalmazástalka";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudoktar";"Azérthasználokmobilalkamazásokatmert......kapcsolatottudokt_A";"Azérthasználokmobilalkamazásokatmert......megkönnyítikatanu";"Azérthasználokmobilalkamazásokatmert......megkönnyítikakomm";"Azérthasználokmobilalkamazásokatmert......kikapcsolamindennap";"Azérthasználokmobilalkamazásokatmert......kiélhetemakreativi";"Azérthasználokmobilalkamazásokatmert......képeketésgondolat";"Azérthasználokmobilalkamazásokatmert......mertmásokishaszná";"Azérthasználokmobilalkamazásokatmert......könnyenhasznosinfo";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hossz";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Rögt";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Azért";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Szoron";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hüly";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Hangul";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Kezdem";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Társa";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Halehe";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Jobban";"Mennyirejellemzõekrádazalábbiüzenetváltásiszokások.Könny";"végzettség";"lak";"állapot";"Neme";"Idõ";"gyface";"gymes";"gyinsta";"gytwitter";"gysnapchat";"gyviber";"gyyoutube";"gyskype";"gyspotify";"gychrome";"kapcsolatbarátok";"kapcsolatpár";"könnyíttanulás";"könnyítkomm";"kikapcsol";"kreativitás";"képgondolatmegosztás";"másokis";"információszerzés";"üzenethosszúság";"Tárgyilagos";"Unalomellen";"Szorongás";"Bohóckodás";"Hangulatjelek";"Csoportbeszélgetéskezdés";"Magánbeszélgetéstársaságban";"Üzenetpreferencia";"Megnyílásüzenetben";"Üzenetvonzóembernek";"Üzenetvshívás";"Hasznössz";"Telefonál";"Közösségi";"Szöveges";"Infószerzõ";"Fénykép";"Játék";"Navigáció";"Nyelvtanulás"
"Nõ";19;"Gimnázium/Szakközép iskola";"Falu";"Egyedülálló";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Hetente többször";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";4;2;1;2;5;5;5;1;1;3;1;5;1;1;5;5;1;4;5;5;4;4;3;5;5;4;3;1;4;5;2;1;4;1;2;4;6;1;2;2;2;2;2;2;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"3-4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Hetente többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre";"5percangol, Duolingo";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"3 - általában jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";4;3;1;2;3;5;5;5;1;3;1;5;1;5;5;5;5;3;4;2;4;5;2;4;3;5;4;1;5;5;4;4;4;2;3;4;6;2;2;2;2;2;1;1;2
"Nõ";22;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Ritkábban";"Hetente többször";"Soha";"Soha";"Naponta egyszer";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Zenehallgatás";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";4;4;2;2;2;5;5;1;1;1;2;3;1;1;4;5;5;3;4;3;2;5;2;3;2;4;2;1;3;4;4;4;5;5;3;5;2;1;1;2;1;1;1;1;1
"Nõ";22;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"2-3 órát";"Naponta többször";"Soha";"Ritkábban";"Ritkábban";"Ritkábban";"Naponta egyszer";"Naponta többször";"Ritkábban";"Ritkábban";"Ritkábban";"Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";4;3;1;2;3;5;1;2;2;2;4;5;2;2;2;5;1;4;5;4;2;3;1;5;3;5;4;1;5;5;2;4;5;2;1;5;4;1;2;1;2;2;1;2;1
"Nõ";20;"Gimnázium/Szakközép iskola";"Falu";"Párkapcsolatban";"1-2 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Ritkábban";"Naponta egyszer";"Hetente többször";"Soha";"Hetente többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";4;2;2;2;2;5;5;5;1;1;2;4;3;1;3;5;5;5;5;2;1;3;1;5;3;2;1;2;1;4;2;1;4;1;2;4;4;2;2;2;2;1;1;1;1
"Nõ";66;"Fõiskola/Egyetem";"Város";"Egyedülálló";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta egyszer";"Naponta többször";"Naponta többször";"Naponta többször";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;3;1;2;2;5;5;1;1;1;4;5;5;5;5;5;2;5;5;2;2;5;1;5;2;2;1;1;1;4;1;1;3;1;1;3;3;2;1;2;1;2;1;1;1
"Nõ";21;"Gimnázium/Szakközép iskola";"Város";"Egyedülálló";"3-4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Naponta többször";"Soha";"Naponta többször";"Soha";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"2 - inkább nem értek egyet";"2 - inkább nem értek egyet";"1 - egyáltalán nem értek egyet";"4 - inkább egyetértek";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";4;3;1;2;3;5;5;5;1;5;1;5;1;1;5;5;1;5;5;3;2;2;1;4;4;5;2;5;5;5;1;1;2;2;2;2;3;1;2;2;2;1;1;1;1
"Nõ";40;"Gimnázium/Szakközép iskola";"Falu";"Egyedülálló";"Kevesebb, mint 1 órát";"Naponta többször";"Naponta egyszer";"Soha";"Soha";"Ritkábban";"Ritkábban";"Hetente egyszer";"Soha";"Soha";"Soha";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.)";"NEM HASZNÁLOM NYELVTANULÁSRA";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";4;2;1;2;1;5;4;1;1;2;2;2;1;1;1;5;5;4;5;1;1;5;1;1;1;5;1;1;1;5;1;1;5;5;1;5;1;1;1;2;1;1;1;1;1
"Nõ";22;"Gimnázium/Szakközép iskola";"Város";"Párkapcsolatban";"3-4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Hetente többször";"Soha";"Naponta többször";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"2 - néha jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;3;2;2;3;5;5;5;1;1;1;3;1;5;5;5;4;3;3;1;1;3;3;3;2;3;2;1;4;4;2;2;1;1;1;1;4;2;2;2;2;1;1;1;1
"Nõ";56;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Egyedülálló";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Nyelvtanulás (Duolingo, Xeropan stb.), Fényképezésre, Navigáció (GPS, Google Maps stb.)";"Duolingo, HelloTalk";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;1;2;2;5;5;1;1;1;5;5;5;1;1;5;5;5;5;1;1;3;1;5;1;5;1;1;2;5;2;1;1;1;1;1;6;2;2;2;1;2;1;2;2
"Nõ";20;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"2-3 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Hetente többször";"Hetente egyszer";"Hetente egyszer";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.)";"5percangol, Duolingo";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"3 - részben egyetértek";"4 - inkább egyetértek";"3 - általában jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;2;2;3;5;5;5;1;1;1;3;2;2;5;5;5;3;5;4;2;4;3;4;3;3;2;3;5;5;3;2;3;2;1;3;2;1;2;2;1;1;1;1;1
"Nõ";57;"Szakiskola/Szakmunkásképzõ";"Város";"Házas";"3-4 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Ritkábban";"Hetente többször";"Hetente egyszer";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre";"Német kezdõ You Tube";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";3;3;3;2;3;5;5;1;1;1;2;3;2;1;1;5;5;5;5;3;1;5;1;5;3;2;1;1;1;3;1;2;4;4;1;4;6;2;2;2;2;2;2;1;1
"Nõ";58;"Fõiskola/Egyetem";"Város";"Házas";"2-3 órát";"Naponta többször";"Naponta többször";"Ritkábban";"Ritkábban";"Ritkábban";"Ritkábban";"Naponta többször";"Naponta többször";"Soha";"Naponta többször";"Telefonálásra";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"3 - részben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;3;3;2;3;5;5;2;2;2;2;5;5;1;5;5;5;4;5;5;1;3;1;5;1;3;1;1;1;4;3;4;1;1;1;1;2;2;1;1;1;1;1;1;1
"Nõ";51;"Fõiskola/Egyetem";"Megyeszékhely";"Párkapcsolatban";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Soha";"Hetente egyszer";"Hetente többször";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"4 - gyakran jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;4;2;2;2;5;5;1;1;1;1;2;3;1;1;5;5;4;5;1;1;1;1;5;1;5;1;1;4;5;1;1;3;1;1;3;5;2;2;2;2;2;1;1;1
"Nõ";53;"Gimnázium/Szakközép iskola";"Falu";"Özvegy";"1-2 órát";"Naponta többször";"Naponta többször";"Soha";"Soha";"Soha";"Soha";"Ritkábban";"Ritkábban";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.)";NA;"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";4;2;5;2;2;5;5;1;1;1;1;2;2;1;1;5;3;5;5;5;3;5;1;1;1;3;1;1;1;2;1;1;1;1;1;1;4;2;2;2;2;1;1;1;1
"Nõ";21;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Párkapcsolatban";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta többször";"Soha";"Ritkábban";"Soha";"Hetente többször";"Soha";"Soha";"Naponta többször";"Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"2 - inkább nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"3 - általában jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"5 - mindig jellemzõ";"4 - gyakran jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"5 - mindig jellemzõ";4;4;2;2;5;5;5;5;1;2;1;3;1;1;5;5;5;5;5;5;2;5;1;5;3;4;1;1;2;5;4;3;5;5;5;5;5;1;2;2;2;2;2;1;1
"Nõ";51;"felsõfokú";"Falu";"Egyedülálló";"Kevesebb, mint 1 órát";"Naponta többször";"Hetente többször";"Soha";"Soha";"Soha";"Ritkábban";"Hetente többször";"Soha";"Soha";"Naponta többször";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Fényképezésre";NA;"4 - inkább egyetértek";"2 - inkább nem értek egyet";"4 - inkább egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - inkább nem értek egyet";"3 - részben egyetértek";"2 - néha jellemzõ";"4 - gyakran jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";5;2;1;2;1;5;3;1;1;1;2;3;1;1;5;4;2;4;4;4;2;3;2;3;2;4;1;1;2;3;1;1;1;1;1;1;5;2;2;2;2;2;1;1;1
"Nõ";42;"Általános iskola";"Város";"Elvált";"Több mint 4 órát";"Naponta többször";"Naponta többször";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Naponta egyszer";"Telefonálásra, Közösségi média használata (Facebook, Instagram stb.), Fényképezésre";NA;"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem értek egyet";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";2;3;4;2;5;5;5;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;1;2;1;1;1
"Nõ";64;"Gimnázium/Szakközép iskola";"Megyeszékhely";"Elvált";"Kevesebb, mint 1 órát";"Soha";"Soha";"Soha";"Soha";"Soha";"Soha";"Soha";"Soha";"Soha";"Soha";"Telefonálásra";NA;"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"4 - inkább egyetértek";"5 - mindig jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";4;4;4;2;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;4;4;4;5;5;1;1;1;1;1;1;2;3;1;2;2;2;1;1;1;1;1;1;1
"Nõ";44;"Szakiskola/Szakmunkásképzõ";"Megyeszékhely";"Házas";"2-3 órát";"Naponta többször";"Naponta többször";"Hetente többször";"Soha";"Soha";"Soha";"Naponta többször";"Soha";"Soha";"Soha";"Telefonálásra, Szöveges kapcsolattartásra (SMS, Messenger, Skype stb.), Közösségi média használata (Facebook, Instagram stb.), Információszerzésre (Böngészõ, Google, Shazam stb.), Telefonos játékokra, Fényképezésre, Navigáció (GPS, Google Maps stb.)";NA;"4 - inkább egyetértek";"4 - inkább egyetértek";"3 - részben egyetértek";"3 - részben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem értek egyet";"5 - teljes mértékben egyetértek";"1 - egyáltalán nem jellemzõ";"5 - mindig jellemzõ";"1 - egyáltalán nem jellemzõ";"1 - egyáltalán nem jellemzõ";"3 - általában jellemzõ";"5 - mindig jellemzõ";"3 - általában jellemzõ";"1 - egyáltalán nem jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";"2 - néha jellemzõ";3;4;3;2;3;5;5;3;1;1;1;5;1;1;1;4;4;3;3;5;5;5;1;5;1;5;1;1;3;5;3;1;2;2;2;2;7;2;2;2;2;2;1;2;1
